sheet,header_row,column,name,range,type_inferred,source,formula_cells,literal_cells,example_formula,example_cell,example_cached,number_format
Core_Nativ,5,G,Team,G6:G1205,Text,Rezultat formulă,1200,0,"=IF(B6="""","""",'Input_Meci'!D6)",G6,Brighton,General
Core_Nativ,5,H,Split,H6:H1205,Text,Input sau constantă literală,0,1200,,H6,ANY,General
Core_Nativ,5,I,Period,I6:I1205,Text,Input sau constantă literală,0,1200,,I6,SEASON,General
Core_Nativ,5,J,Before_Date,J6:J1205,Dată UTC / serial Excel; unele formule pot întoarce 0,Rezultat formulă,1200,0,"=IF(AND(B6<>"""",ISNUMBER('Input_Meci'!G6)),INT('Input_Meci'!G6),0)",J6,2026-05-23T00:00:00,yyyy-mm-dd hh:mm
Core_Nativ,5,K,N_scope,K6:K1205,Număr întreg,Rezultat formulă,1200,0,"=IF(OR(B6="""",F6=""""),0,IF(H6=""HOME"",COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1),IF(H6=""AWAY"",COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1),COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1)+COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1))))",K6,37,General
Core_Nativ,5,L,Recent_From,L6:L1205,Dată UTC / serial Excel; unele formule pot întoarce 0,Rezultat formulă,1200,0,"=IF(AND(B6<>"""",I6=""RECENT"",K6>0),LARGE(_xlfn._xlws.FILTER('Istoric_Nativ'!$D$6:$D$405,('Istoric_Nativ'!$B$6:$B$405=E6)*('Istoric_Nativ'!$C$6:$C$405=F6)*('Istoric_Nativ'!$P$6:$P$405=1)*('Istoric_Nativ'!$D$6:$D$405<J6)*((('Istoric_Nativ'!$E$6:$E$405=G6)+('Istoric_Nativ'!$F$6:$F$405=G6))>0)),MIN('Config_v6'!$B$54,K6)),0)",L6,00:00:00,yyyy-mm-dd hh:mm;;
Core_Nativ,5,M,N,M6:M1205,Număr întreg,Rezultat formulă,1200,0,"=IF(OR(B6="""",F6=""""),0,IF(H6=""HOME"",COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6),IF(H6=""AWAY"",COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6),COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6)+COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6))))",M6,37,General
Core_Nativ,5,N,Corners_For,N6:N1205,Float,Rezultat formulă,1200,0,"=IF(M6=0,"""",IF(H6=""HOME"",SUMIFS('Istoric_Nativ'!$G$6:$G$405,'Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6),IF(H6=""AWAY"",SUMIFS('Istoric_Nativ'!$H$6:$H$405,'Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6),SUMIFS('Istoric_Nativ'!$G$6:$G$405,'Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6)+SUMIFS('Istoric_Nativ'!$H$6:$H$405,'Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6)))/M6)",N6,5,0.00
Core_Nativ,5,O,Corners_Against,O6:O1205,Float,Rezultat formulă,1200,0,"=IF(M6=0,"""",IF(H6=""HOME"",SUMIFS('Istoric_Nativ'!$H$6:$H$405,'Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6),IF(H6=""AWAY"",SUMIFS('Istoric_Nativ'!$G$6:$G$405,'Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6),SUMIFS('Istoric_Nativ'!$H$6:$H$405,'Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6)+SUMIFS('Istoric_Nativ'!$G$6:$G$405,'Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$P$6:$P$405,1,'Istoric_Nativ'!$D$6:$D$405,"">=""&L6)))/M6)",O6,4.864864864864865,0.00
Core_Nativ,5,P,Target_N,P6:P1205,Număr întreg,Rezultat formulă,1200,0,='Config_v6'!$B$7,P6,10,General
Core_Nativ,5,Q,Source_Row,Q6:Q1205,Număr întreg,Rezultat formulă,1200,0,"=IF(OR(B6="""",F6=""""),0,IFERROR(MATCH(E6&""|""&F6,SourceTable[Source_Key],0),0))",Q6,1,General
Core_Nativ,5,R,Source_State,R6:R1205,Text,Rezultat formulă,1200,0,"=IF(B6="""","""",IF(F6="""",""UNUSED"",IF(Q6=0,""NOT CHECKED"",IF(COUNTIF(SourceTable[Source_Key],E6&""|""&F6)<>1,""SOURCE CONFLICT"",IF(NOT(OR(INDEX(SourceTable[Status],MAX(1,Q6))=""IMPORTED"",INDEX(SourceTable[Status],MAX(1,Q6))=""PARTIAL"",INDEX(SourceTable[Status],MAX(1,Q6))=""SOURCE CONFLICT"")),""ACCESS BLOCKED"",IF(OR(INDEX(SourceTable[Coverage],Q6)<>""FULL SEASON EXPORT"",INDEX(SourceTable[URL],Q6)="""",INDEX(SourceTable[SHA256],Q6)=""""),""EVIDENCE INCOMPLETE"",IF(AND('Input_Meci'!H6=""LIVE"",INDEX(SourceTable[Retrieved_UTC],Q6)>'Input_Meci'!G6),""POST CUTOFF"",""CLOSED"")))))))",R6,CLOSED,General
Core_Nativ,5,S,Problem_Rows,S6:S1205,Număr întreg,Rezultat formulă,1200,0,"=IF(OR(B6="""",F6=""""),0,COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$O$6:$O$405,""INVALID"")+COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$O$6:$O$405,""INVALID"",'Istoric_Nativ'!$D$6:$D$405,""*"")+COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$E$6:$E$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$O$6:$O$405,""SOURCE CONFLICT"")+COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$O$6:$O$405,""INVALID"")+COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$O$6:$O$405,""INVALID"",'Istoric_Nativ'!$D$6:$D$405,""*"")+COUNTIFS('Istoric_Nativ'!$B$6:$B$405,E6,'Istoric_Nativ'!$C$6:$C$405,F6,'Istoric_Nativ'!$F$6:$F$405,G6,'Istoric_Nativ'!$D$6:$D$405,""<""&J6,'Istoric_Nativ'!$O$6:$O$405,""SOURCE CONFLICT""))",S6,0,General
Core_Nativ,5,T,Data_Status,T6:T1205,Text,Rezultat formulă,1200,0,"=IF(B6="""","""",IF(R6<>""CLOSED"",R6,IF(S6>0,""NATIVE INPUT ISSUE"",IF(M6=0,""NO HISTORY"",IF(M6<P6,""SMALL SAMPLE"",""DERIVED"")))))",T6,DERIVED,General
Core_Nativ,5,U,Trace,U6:U1205,Text,Rezultat formulă,1200,0,"=IF(B6="""","""",""NativeTable; ""&E6&""; ""&F6&""; ""&G6&""; ""&H6&""; before ""&TEXT(J6,""yyyy-mm-dd"")&IF(I6=""RECENT"",""; from ""&TEXT(L6,""yyyy-mm-dd""),""""))",U6,NativeTable; E0; 2025/26; Brighton; ANY; before 2026-05-23,General
Distributie,5,A,Match_ID,A6:A105,Text,Rezultat formulă,100,0,"=IF('Motor_Meciuri'!A6="""","""",'Motor_Meciuri'!A6)",A6,REPLAY_1,General
Distributie,5,B,Mu,B6:B105,Float,Rezultat formulă,100,0,"=IF('Motor_Meciuri'!I6<>""PASS"","""",'Motor_Meciuri'!BD6)",B6,10.27195945945946,General
Distributie,5,C,D,C6:C105,Float,Rezultat formulă,100,0,"=IF(B6="""","""",'Motor_Meciuri'!AU6)",C6,0.9007607192254518,General
Distributie,5,D,Size,D6:D105,Float,Rezultat formulă,100,0,"=IF(B6="""","""",'Motor_Meciuri'!AW6)",D6,9999,General
Distributie,5,E,PMF_0,E6:E105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,EXP(-B6),(D6/(D6+B6))^D6))",E6,3.458953219263637e-05,General
Distributie,5,F,PMF_1,F6:F105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,E6*B6/1,E6*(D6+0)/1*B6/(D6+B6)))",F6,0.0003553022724044287,General
Distributie,5,G,PMF_2,G6:G105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,F6*B6/2,F6*(D6+1)/2*B6/(D6+B6)))",G6,0.0018248252689960565,General
Distributie,5,H,PMF_3,H6:H105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,G6*B6/3,G6*(D6+2)/3*B6/(D6+B6)))",H6,0.006248177061241565,General
Distributie,5,I,PMF_4,I6:I105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,H6*B6/4,H6*(D6+3)/4*B6/(D6+B6)))",I6,0.016045255367149475,General
Distributie,5,J,PMF_5,J6:J105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,I6*B6/5,I6*(D6+4)/5*B6/(D6+B6)))",J6,0.032963242529606744,General
Distributie,5,K,PMF_6,K6:K105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,J6*B6/6,J6*(D6+5)/6*B6/(D6+B6)))",K6,0.056432848486075056,General
Distributie,5,L,PMF_7,L6:L105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,K6*B6/7,K6*(D6+6)/7*B6/(D6+B6)))",L6,0.0828108474043973,General
Distributie,5,M,PMF_8,M6:M105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,L6*B6/8,L6*(D6+7)/8*B6/(D6+B6)))",M6,0.10632870841768159,General
Distributie,5,N,PMF_9,N6:N105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,M6*B6/9,M6*(D6+8)/9*B6/(D6+B6)))",N6,0.12135602024923456,General
Distributie,5,O,PMF_10,O6:O105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,N6*B6/10,N6*(D6+9)/10*B6/(D6+B6)))",O6,0.12465641201614786,General
Distributie,5,P,PMF_11,P6:P105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,O6*B6/11,O6*(D6+10)/11*B6/(D6+B6)))",P6,0.11640596459923143,General
Distributie,5,Q,PMF_12,Q6:Q105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,P6*B6/12,P6*(D6+11)/12*B6/(D6+B6)))",Q6,0.09964311243354819,General
Distributie,5,R,PMF_13,R6:R105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,Q6*B6/13,Q6*(D6+12)/13*B6/(D6+B6)))",R6,0.07873307779475137,General
Distributie,5,S,PMF_14,S6:S105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,R6*B6/14,R6*(D6+13)/14*B6/(D6+B6)))",S6,0.05776735594472528,General
Distributie,5,T,PMF_15,T6:T105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,S6*B6/15,S6*(D6+14)/15*B6/(D6+B6)))",T6,0.039558929222958825,General
Distributie,5,U,PMF_16,U6:U105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,T6*B6/16,T6*(D6+15)/16*B6/(D6+B6)))",U6,0.0253967323273662,General
Distributie,5,V,PMF_17,V6:V105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,U6*B6/17,U6*(D6+16)/17*B6/(D6+B6)))",V6,0.01534554146290877,General
Distributie,5,W,PMF_18,W6:W105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",IF(C6<='Config_v6'!$B$10,V6*B6/18,V6*(D6+17)/18*B6/(D6+B6)))",W6,0.00875715443280295,General
Distributie,5,X,CDF_0,X6:X105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:E6)))",X6,3.458953219263637e-05,General
Distributie,5,Y,CDF_1,Y6:Y105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:F6)))",Y6,0.0003898918045970651,General
Distributie,5,Z,CDF_2,Z6:Z105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:G6)))",Z6,0.0022147170735931218,General
Distributie,5,AA,CDF_3,AA6:AA105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:H6)))",AA6,0.008462894134834687,General
Distributie,5,AB,CDF_4,AB6:AB105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:I6)))",AB6,0.024508149501984162,General
Distributie,5,AC,CDF_5,AC6:AC105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:J6)))",AC6,0.05747139203159091,General
Distributie,5,AD,CDF_6,AD6:AD105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:K6)))",AD6,0.11390424051766596,General
Distributie,5,AE,CDF_7,AE6:AE105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:L6)))",AE6,0.19671508792206327,General
Distributie,5,AF,CDF_8,AF6:AF105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:M6)))",AF6,0.3030437963397449,General
Distributie,5,AG,CDF_9,AG6:AG105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:N6)))",AG6,0.4243998165889794,General
Distributie,5,AH,CDF_10,AH6:AH105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:O6)))",AH6,0.5490562286051273,General
Distributie,5,AI,CDF_11,AI6:AI105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:P6)))",AI6,0.6654621932043587,General
Distributie,5,AJ,CDF_12,AJ6:AJ105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:Q6)))",AJ6,0.7651053056379069,General
Distributie,5,AK,CDF_13,AK6:AK105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:R6)))",AK6,0.8438383834326583,General
Distributie,5,AL,CDF_14,AL6:AL105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:S6)))",AL6,0.9016057393773835,General
Distributie,5,AM,CDF_15,AM6:AM105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:T6)))",AM6,0.9411646686003423,General
Distributie,5,AN,CDF_16,AN6:AN105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:U6)))",AN6,0.9665614009277085,General
Distributie,5,AO,CDF_17,AO6:AO105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:V6)))",AO6,0.9819069423906173,General
Distributie,5,AP,CDF_18,AP6:AP105,Float probabilitate 0–1,Rezultat formulă,100,0,"=IF(B6="""","""",MIN(1,SUM(E6:W6)))",AP6,0.9906640968234202,General
Input_Meci,5,A,Match_ID,A6:A105,Text,Input sau constantă literală,0,3,,A6,REPLAY_1,General
Input_Meci,5,B,League,B6:B105,Text,Input sau constantă literală,0,3,,B6,E0,General
Input_Meci,5,C,Season,C6:C105,Text,Input sau constantă literală,0,3,,C6,2025/26,General
Input_Meci,5,D,Home,D6:D105,Text,Input sau constantă literală,0,3,,D6,Brighton,General
Input_Meci,5,E,Away,E6:E105,Text,Input sau constantă literală,0,3,,E6,Man United,General
Input_Meci,5,F,Kickoff_UTC,F6:F105,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,3,,F6,2026-05-24T00:00:00,yyyy-mm-dd hh:mm
Input_Meci,5,G,Cutoff_UTC,G6:G105,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,3,,G6,2026-05-23T23:00:00,yyyy-mm-dd hh:mm
Input_Meci,5,H,Mode,H6:H105,Text,Input sau constantă literală,0,3,,H6,REPLAY,General
Input_Meci,5,I,Sourcing_Decision,I6:I105,Text,Input sau constantă literală,0,3,,I6,AUTO,General
Input_Meci,5,J,Evidence_or_Attempts,J6:J105,Text,Input sau constantă literală,0,0,,J6,,General
Input_Meci,5,K,Prior_Season,K6:K105,Text,Input sau constantă literală,0,0,,K6,,General
Input_Meci,5,L,Prior_Allowed,L6:L105,Text,Input sau constantă literală,0,3,,L6,NO,General
Input_Meci,5,M,Notes,M6:M105,Text,Input sau constantă literală,0,3,,M6,Exemplu istoric; cutoff convențional înainte de ziua meciului. Exclus din Top LIVE.,General
Input_Meci,5,N,Shots_H,N6:N105,Float,Input sau constantă literală,0,0,,N6,,General
Input_Meci,5,O,Shots_A,O6:O105,Float,Input sau constantă literală,0,0,,O6,,General
Input_Meci,5,P,Blocked_H,P6:P105,Float,Input sau constantă literală,0,0,,P6,,General
Input_Meci,5,Q,Blocked_A,Q6:Q105,Float,Input sau constantă literală,0,0,,Q6,,General
Input_Meci,5,R,Crosses_H,R6:R105,Float,Input sau constantă literală,0,0,,R6,,General
Input_Meci,5,S,Crosses_A,S6:S105,Float,Input sau constantă literală,0,0,,S6,,General
Input_Meci,5,T,Possession_H,T6:T105,Float,Input sau constantă literală,0,0,,T6,,General
Input_Meci,5,U,Possession_A,U6:U105,Float,Input sau constantă literală,0,0,,U6,,General
Input_Meci,5,V,Field_Tilt_H,V6:V105,Float,Input sau constantă literală,0,0,,V6,,General
Input_Meci,5,W,Field_Tilt_A,W6:W105,Float,Input sau constantă literală,0,0,,W6,,General
Input_Meci,5,X,Attack_H,X6:X105,Float,Input sau constantă literală,0,0,,X6,,General
Input_Meci,5,Y,Attack_A,Y6:Y105,Float,Input sau constantă literală,0,0,,Y6,,General
Input_Meci,5,Z,Chasing_H,Z6:Z105,Float,Input sau constantă literală,0,0,,Z6,,General
Input_Meci,5,AA,Chasing_A,AA6:AA105,Float,Input sau constantă literală,0,0,,AA6,,General
Input_Meci,5,AB,Wings_H,AB6:AB105,Float,Input sau constantă literală,0,0,,AB6,,General
Input_Meci,5,AC,Wings_A,AC6:AC105,Float,Input sau constantă literală,0,0,,AC6,,General
Input_Meci,5,AD,Absences_H,AD6:AD105,Float,Input sau constantă literală,0,0,,AD6,,General
Input_Meci,5,AE,Absences_A,AE6:AE105,Float,Input sau constantă literală,0,0,,AE6,,General
Input_Meci,5,AF,Stakes_H,AF6:AF105,Float,Input sau constantă literală,0,0,,AF6,,General
Input_Meci,5,AG,Stakes_A,AG6:AG105,Float,Input sau constantă literală,0,0,,AG6,,General
Istoric_Nativ,5,A,Event_ID,A6:A405,Text,Input sau constantă literală,0,380,,A6,131f1dda53ca414c59dd,General
Istoric_Nativ,5,B,League,B6:B405,Text,Input sau constantă literală,0,380,,B6,E0,General
Istoric_Nativ,5,C,Season,C6:C405,Text,Input sau constantă literală,0,380,,C6,2025/26,General
Istoric_Nativ,5,D,Match_Date,D6:D405,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,380,,D6,2025-08-15T00:00:00,yyyy-mm-dd hh:mm
Istoric_Nativ,5,E,Home,E6:E405,Text,Input sau constantă literală,0,380,,E6,Liverpool,General
Istoric_Nativ,5,F,Away,F6:F405,Text,Input sau constantă literală,0,380,,F6,Bournemouth,General
Istoric_Nativ,5,G,HC,G6:G405,Număr întreg,Input sau constantă literală,0,380,,G6,6,General
Istoric_Nativ,5,H,AC,H6:H405,Număr întreg,Input sau constantă literală,0,380,,H6,7,General
Istoric_Nativ,5,I,Source_ID,I6:I405,Text,Input sau constantă literală,0,380,,I6,FD_E0_2526,General
Istoric_Nativ,5,J,Source_URL,J6:J405,Text,Input sau constantă literală,0,380,,J6,https://www.football-data.co.uk/mmz4281/2526/E0.csv,General
Istoric_Nativ,5,K,Retrieved_UTC,K6:K405,Dată UTC / serial Excel; unele formule pot întoarce 0,Input sau constantă literală,0,380,,K6,2026-09-13T16:52:25,yyyy-mm-dd hh:mm
Istoric_Nativ,5,L,Definition,L6:L405,Text,Input sau constantă literală,0,380,,L6,FT90,General
Istoric_Nativ,5,M,Evidence,M6:M405,Text,Input sau constantă literală,0,380,,M6,CSV row 2,General
Istoric_Nativ,5,N,Canonical_Key,N6:N405,Text,Rezultat formulă,400,0,"=IF(AND(A6<>"""",ISNUMBER(D6)),B6&""|""&C6&""|""&TEXT(D6,""yyyymmdd"")&""|""&E6&""|""&F6,"""")",N6,E0|2025/26|20250815|Liverpool|Bournemouth,General
Istoric_Nativ,5,O,Row_State,O6:O405,Text,Rezultat formulă,400,0,"=IF(A6="""","""",IFERROR(IF(NOT(AND(B6<>"""",C6<>"""",ISNUMBER(D6),D6>0,E6<>"""",F6<>"""",E6<>F6,ISNUMBER(G6),ISNUMBER(H6),G6>=0,H6>=0,G6<=100,H6<=100,MOD(G6,1)=0,MOD(H6,1)=0,L6=""FT90"",S6>0,INDEX(SourceTable[League],MAX(1,S6))=B6,INDEX(SourceTable[Season],MAX(1,S6))=C6,ISNUMBER(K6),K6=INDEX(SourceTable[Retrieved_UTC],MAX(1,S6)),J6<>"""",M6<>"""")),""INVALID"",IF(OR(COUNTIFS('Istoric_Nativ'!$N$6:$N$405,N6,'Istoric_Nativ'!$G$6:$G$405,G6)<>COUNTIF('Istoric_Nativ'!$N$6:$N$405,N6),COUNTIFS('Istoric_Nativ'!$N$6:$N$405,N6,'Istoric_Nativ'!$H$6:$H$405,H6)<>COUNTIF('Istoric_Nativ'!$N$6:$N$405,N6)),""SOURCE CONFLICT"",IF(COUNTIF($N$6:N6,N6)>1,""DUPLICATE"",""VALID""))),""INVALID""))",O6,VALID,General
Istoric_Nativ,5,P,Use_Row,P6:P405,Număr întreg,Rezultat formulă,400,0,"=IF(O6=""VALID"",1,0)",P6,1,General
Istoric_Nativ,5,Q,Total,Q6:Q405,Număr întreg,Rezultat formulă,400,0,"=IF(P6=1,G6+H6,0)",Q6,13,General
Istoric_Nativ,5,R,Total_Squared,R6:R405,Număr întreg,Rezultat formulă,400,0,=Q6^2,R6,169,General
Istoric_Nativ,5,S,Source_Row,S6:S405,Număr întreg,Rezultat formulă,400,0,"=IF(A6="""","""",IFERROR(MATCH(I6,SourceTable[Source_ID],0),0))",S6,1,General
Surse_Import,5,A,Source_ID,A6:A13,Text,Input sau constantă literală,0,1,,A6,FD_E0_2526,General
Surse_Import,5,B,League,B6:B13,Text,Input sau constantă literală,0,1,,B6,E0,General
Surse_Import,5,C,Season,C6:C13,Text,Input sau constantă literală,0,1,,C6,2025/26,General
